id,nombre,compania,compania_nombre,director,dramaturgo,anio_estreno,genero,publico,duracion,comunas,espacios,espacios_nombre,festivales,festivales_nombre,descripcion,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
OBR-0104,Planeta Alegría,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,infantil,NO ENCONTRADO,san-felipe,ESP-0062,Teatro Municipal de San Felipe,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0163,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Obra infantil de Zeta Producciones (origen no indicado).
OBR-0105,Aladino,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-felipe,ESP-0062,Teatro Municipal de San Felipe,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0164,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FUN-0047.
OBR-0106,El Húsar de la Muerte,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,vina-del-mar,ESP-0059,Teatro Municipal de Viña del Mar,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0160,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FUN-0048.
OBR-0107,El monólogo de un árbol,COMP-0110,Carro Nómade,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0167,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0110.
OBR-0108,Cartas para que no me olvides,COMP-0111,Compañía Oreja Roja,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0167,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0111.
OBR-0109,Voces por la memoria,COMP-0050,Colectivo interdisciplinario Musgo,Diego Belmar,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0167 | FUE-0063,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0050.
OBR-0110,Monumentos,COMP-0050,Colectivo interdisciplinario Musgo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-antonio,ESP-0002,Centro Cultural San Antonio,FES-0002,Festival Litoral Teatral,NO ENCONTRADO,FUE-0167 | FUE-0063,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0050.
OBR-0111,En bañador,COMP-0112,Compañía Aranwa,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0167,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0112.
OBR-0112,El carnaval de la alegría,COMP-0068,Fundación Teatromuseo del Títere y el Payaso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,pasacalle,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0167,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0068.
OBR-0113,La Tendalá,COMP-0039,Cooperativa de Artes Escénicas de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-antonio,ESP-0002,Centro Cultural San Antonio,FES-0002,Festival Litoral Teatral,NO ENCONTRADO,FUE-0063,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0039.
OBR-0114,Historia de amor para un alma vieja,NO ENCONTRADO,NO ENCONTRADO,Felipe Zambrano Miguieles,Felipe Zambrano Miguieles,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-antonio | vina-del-mar,ESP-0059,Teatro Municipal de Viña del Mar,FES-0002 | FES-0048,Festival Litoral Teatral | Festival Internacional Santiago Off — extensión Región de Valparaíso,NO ENCONTRADO,FUE-0167 | FUE-0179,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Festival Litoral Teatral 2024; compañía no indicada. Compañía 'FA' (Chile) según la nota municipal; Santiago Off 2026.
OBR-0115,Perfectos Desconocidos,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-antonio,NO ENCONTRADO,NO ENCONTRADO,FES-0002,Festival Litoral Teatral,NO ENCONTRADO,FUE-0167,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Festival Litoral Teatral 2024; compañía no indicada.
OBR-0116,La Reina Isabel cantaba rancheras,NO ENCONTRADO,NO ENCONTRADO,Gustavo Meza,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-antonio,ESP-0002,Centro Cultural San Antonio,FES-0002,Festival Litoral Teatral,NO ENCONTRADO,FUE-0063,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Obra inaugural del Festival Litoral Teatral 2026 por Teatro Imagen (compañía nacional con más de medio siglo; sin registro propio por ser de otra región).
OBR-0117,Fábulas fabulosas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-felipe,ESP-0062,Teatro Municipal de San Felipe,FES-0045,Ciclo Teatro Infantil del Teatro Municipal de San Felipe,NO ENCONTRADO,FUE-0170,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FUN-0053.
OBR-0118,Concón el Regreso,COMP-0120,Ucronia Teatral,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,teatro histórico,NO ENCONTRADO,NO ENCONTRADO,concon,ESP-0083,Patio de los Copihues — Iglesia Nuestra Señora de Las Mercedes,NO ENCONTRADO,NO ENCONTRADO,Obra sobre la historia de Concón desde la Colonia hasta hoy.,FUE-0173,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0120.
OBR-0119,El delantal blanco,COMP-0121,Teatro Estrella Solitaria,NO ENCONTRADO,Sergio Vodanovic,2015,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0174,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0121.
OBR-0120,Contrapunto para dos voces cansadas,COMP-0116,Experimento Pierrot,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0116.
OBR-0121,Yo soy un oso,COMP-0008,Fundación OANI de Teatro,NO ENCONTRADO,NO ENCONTRADO,2022,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175 | FUE-0030,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0008.
OBR-0122,Vino por la causa,COMP-0118,Ankalli Artes Escénicas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,villa-alemana,ESP-0022,Centro Cultural Gabriela Mistral,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0118.
OBR-0123,En la puerta del horno se quema el pan,COMP-0039,Cooperativa de Artes Escénicas de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,ESP-0087,Cancha Quebrada Márquez,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0039.
OBR-0124,Inusual… Mundo autista,COMP-0119,Soporte Corporal,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,ESP-0054,Centex — Centro de Extensión del Ministerio de las Culturas,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0119.
OBR-0125,FUSIS,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,danza,NO ENCONTRADO,NO ENCONTRADO,valparaiso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Obra de danza de Carolina Cifras (Limache), Mes del Teatro 2022 (12 de mayo, 19:00, $2.500)."
OBR-0126,Cabaret (Aníbal Gaete),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,musical,NO ENCONTRADO,NO ENCONTRADO,valparaiso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Musical de Aníbal Gaete (Olmué), Mes del Teatro 2022 (14 de mayo, 19:00, $2.500)."
OBR-0127,Piaf en Rose,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,ESP-0053,Centro Cultural IPA,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Mes del Teatro 2022 (11 de mayo, 19:00); compañía no indicada."
OBR-0128,Desentierren a los vivos,NO ENCONTRADO,NO ENCONTRADO,Pita Torres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,quilpue,ESP-0004,Teatro Municipal Juan Bustos Ramírez,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Mes del Teatro 2022 (28 de mayo, 19:00, gratuita); compañía no indicada."
OBR-0129,La estrategia de Elías,COMP-0008,Fundación OANI de Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0030,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0008.
OBR-0130,La cocina pública,COMP-0008,Fundación OANI de Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0030,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0008.
OBR-0131,Avatares,COMP-0008,Fundación OANI de Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0030,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0008.
OBR-0132,Feroz,COMP-0013,Centro de Investigación Teatro La Peste,NO ENCONTRADO,NO ENCONTRADO,2018,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0176,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0013.
OBR-0133,La vida de mi guerra,COMP-0077,Flamenco Triana,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,vina-del-mar,ESP-0059,Teatro Municipal de Viña del Mar,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0179,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0077.
OBR-0134,La Traviata (Lírica Disidente),COMP-0125,Colectivo Artístico Lírica Disidente,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,ópera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0180,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde COMP-0125.
OBR-0135,Ella & Ella,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,Omar Saavedra,2018,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0046,Festival Síntesis Teatral,NO ENCONTRADO,FUE-0176,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Reposición en el Festival Síntesis Teatral 2019; compañía no indicada.
OBR-0136,Agalls,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0046,Festival Síntesis Teatral,NO ENCONTRADO,FUE-0177,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Cinco monólogos; Festival Síntesis Teatral 2019; compañía no indicada.
