id,nombre,nombre_oficial,nombre_artistico,alias,comuna,comuna_nombre,provincia,localidad,region,anio_creacion,director,integrantes,tipo,disciplinas,descripcion,obras,obras_nombre,espacios,espacios_nombre,comunas_trabajo,regiones_circulacion,festivales,festivales_nombre,fondos,fondos_nombre,instagram,facebook,youtube,tiktok,spotify,vimeo,linkedin,web,correo,telefono,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
COMP-0055,Fundacion Pájarx Entre Púas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0541,DRAMA. Talleres de teatro con mujeres y diversidades privadas de libertad en la región de Valparaíso.,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'organización cultural',"Responsable del proyecto «DRAMA. Talleres de teatro con mujeres y diversidades privadas de libertad en la región de Valparaíso.» (Fondo de Artes Escénicas 2024, Públicos y comunidades). Comuna no indicada en la nómina (solo región). 'DRAMA. Talleres de teatro con mujeres y diversidades privadas de libertad en la región de Valparaíso' (2024, $5.000.000). Punto de Cultura Comunitaria (Valparaíso)."
COMP-0056,centro cultural de arte español flamenco triana,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0543 | FIN-1073,Flamenco Triana: 24 Años de Arte y Tradición - Programa de Apoyo a Compañías de Artes Escénicas | (Des) Hágase la Luz: residencia artística Flamenco Triana en FormArteFlamenco Sevilla España.,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0107 | FUE-0126,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Flamenco Triana: 24 Años de Arte y Tradición - Programa de Apoyo a Compañías de Artes Escénicas» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región). Responsable del proyecto «(Des) Hágase la Luz: residencia artística Flamenco Triana en FormArteFlamenco Sevilla España.» (Fondo de Artes Escénicas 2022, Participación en Instancias Internacionales - Formato Grupal (3 o más participantes) - Presencial). Comuna no indicada en la nómina (solo región)."
COMP-0057,Centro Cultural Malabicirco,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0545 | FIN-0828,Financiamient o Plan de Gestión con énfasis en la creación Compañía Malabicirco | Congreso Internacional de Malabarismo y Artes Circenses (CIMAC) Valparaíso 2023- 2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0107 | FUE-0118,DUPLICADO,2026-09-08,2026-09-08,COMP-0028,NO ENCONTRADO,"Responsable del proyecto «Financiamient o Plan de Gestión con énfasis en la creación Compañía Malabicirco» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Congreso Internacional de Malabarismo y Artes Circenses (CIMAC) Valparaíso 2023- 2024» (Fondo de Artes Escénicas 2023, Festivales y encuentros de trayectoria). Comuna no indicada en la nómina (solo región)."
COMP-0058,Fundacion Puerto Cultura,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,OBR-0036,Enjuiciamiento a Pedro Urdemales,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0547,enjuiciamiento a Pedro Urdemales,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0107,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'organización de artes escénicas',"Responsable del proyecto «enjuiciamiento a Pedro Urdemales» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región). PAOCC Compañías de trayectoria 2024 ($116.000.000). Comuna no indicada."
COMP-0059,Colectivo de Teatro Lanzarte,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0548,LANZARTE TEATRO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0107,DUPLICADO,2026-09-08,2026-09-08,COMP-0078,NO ENCONTRADO,"Responsable del proyecto «LANZARTE TEATRO» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región)."
COMP-0060,Compañía de Teatro Fuera de Lugar Limitada,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0811,En Defensa Propia,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DUPLICADO,2026-09-08,2026-09-08,COMP-0082,NO ENCONTRADO,"Responsable del proyecto «En Defensa Propia» (Fondo de Artes Escénicas 2023, Interdisciplinar). Comuna no indicada en la nómina (solo región)."
COMP-0061,Asociación Parque Cultural de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0824,Radioteatro: proceso formativo para personas mayores,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Radioteatro: proceso formativo para personas mayores» (Fondo de Artes Escénicas 2023, Públicos y comunidades). Comuna no indicada en la nómina (solo región)."
COMP-0062,Fundacion Por Un Chile Inclusivo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0826,"ESCUELA ARTES ESCENICAS SORDAS “ARTESCESOR""",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'organización cultural',"Responsable del proyecto «ESCUELA ARTES ESCENICAS SORDAS “ARTESCESOR""» (Fondo de Artes Escénicas 2023, Profesionalización del sector). Comuna no indicada en la nómina (solo región). 'Escuela Artes Escénicas Sordas ARTESCESOR' (2023, $9.989.776). Comuna no indicada."
COMP-0063,Corporación Educación Arte Cultura,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0827 | FIN-1052,"Continuidad del proyecto Les Cárites, Escuela de Formación y Perfeccionamiento de las Artes del Transformismo | Les Cárites: Proceso de Formación y Perfeccionamiento de las Artes del Transformismo",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'organización cultural',"Responsable del proyecto «Continuidad del proyecto Les Cárites, Escuela de Formación y Perfeccionamiento de las Artes del Transformismo» (Fondo de Artes Escénicas 2023, Profesionalización del sector). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Les Cárites: Proceso de Formación y Perfeccionamiento de las Artes del Transformismo» (Fondo de Artes Escénicas 2022, Profesionalización del Sector). Comuna no indicada en la nómina (solo región). 'Les Cárites, Escuela de Formación y Perfeccionamiento de las Artes del Transformismo' (2022 y 2023). Comuna no indicada."
COMP-0064,Sociedad de Artes Escénicas escenalborde Limitada,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0832,"Danzalborde 18 años, construyendo una nueva realidad.",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0118,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Danzalborde 18 años, construyendo una nueva realidad.» (Fondo de Artes Escénicas 2023, Festivales y encuentros nacionales). Comuna no indicada en la nómina (solo región)."
COMP-0065,Sabia Escuela de Saberes,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,hijuelas,Hijuelas,quillota,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0834,I Festival de la Niñez Hijuelas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0118,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'organización cultural',"Responsable del proyecto «I Festival de la Niñez Hijuelas» (Fondo de Artes Escénicas 2023, Festivales y encuentros regionales). Comuna no indicada en la nómina (solo región). Organiza el I Festival de la Niñez Hijuelas (2023). Comuna deducida del nombre del festival; por confirmar."
COMP-0066,Puerto Audiovisual E.i.r.l.,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-1042,CANAL DANZA TV,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «CANAL DANZA TV» (Fondo de Artes Escénicas 2022, Medios de Difusión). Comuna no indicada en la nómina (solo región)."
COMP-0067,"Agrupacion Cultural, Deportiva, Social, Recreativa, Educacional F.R.VALPO",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-1043,creación pagina web para compañía Teatro Atota,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «creación pagina web para compañía Teatro Atota» (Fondo de Artes Escénicas 2022, Medios de Difusión). Comuna no indicada en la nómina (solo región)."
COMP-0068,Fundación Teatromuseo del Títere y el Payaso,NO ENCONTRADO,NO ENCONTRADO,Fundación Teatromuseo del Títere y el Payaso (compañía),valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),titeres | clown,NO ENCONTRADO,OBR-0112,El carnaval de la alegría,NO ENCONTRADO,NO ENCONTRADO,san-antonio,NO ENCONTRADO,FES-0002,Festival Litoral Teatral,FIN-1053,Programa de Formación Nacional de la Fundación Teatromuseo del títere y el payaso.,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0124 | FUE-0167 | FUE-0063,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'compañía de títeres y clown',"Responsable del proyecto «Programa de Formación Nacional de la Fundación Teatromuseo del títere y el payaso.» (Fondo de Artes Escénicas 2022, Profesionalización del Sector). Comuna no indicada en la nómina (solo región). Como elenco, abrió el Festival Litoral Teatral 2024 con el pasacalle 'El carnaval de la alegría'. Registrada también como espacio (ESP)."
COMP-0069,Agrupacion cultural Deportiva Social,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-1059,"6to Festival de Artes escénicas de mujeres, Gesta",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0125,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «6to Festival de Artes escénicas de mujeres, Gesta» (Fondo de Artes Escénicas 2022, Festivales y Encuentros Nacionales). Comuna no indicada en la nómina (solo región)."
COMP-0070,El Pueblo de Piuretlandia,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0031,Encuentro de Artes Escénicas e Inclusión Inversa de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0125,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0031. Organiza el Primer Encuentro de Artes Escénicas e Inclusión Inversa de Valparaíso (2022).
COMP-0071,Puerto Escena,Puerto Escena SpA,NO ENCONTRADO,Puerto Escena SPA,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,productora / organización de artes escénicas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0084,Red Salas de Teatro Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'productora / organización de artes escénicas' vs 'organización de artes escénicas (según nómina de fondos)',"Responsable del proyecto 'Red Salas de Teatro Valparaíso' (Fondo de Artes Escénicas 2026, $14.997.869). Comuna no indicada. Responsable del proyecto «Red Salas de Teatro Valparaíso» (Fondo de Artes Escénicas 2026, Única). Comuna no indicada en la nómina (solo región)."
COMP-0072,Cooperativa Corredor Danza Valparaíso,Cooperativa Corredor Danza Valparaíso Ltda.,NO ENCONTRADO,Corredor Danza Valparaíso | Cooperativa Corredor Danza Valparaíso Ltda.,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de danza,danza,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0095,Entremos en Movimiento Programa de Corredor Danza Valparíso para la formación y sensibilización de públicos en danza contemporánea,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0124 | FUE-0108 | FUE-0120,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'compañía de danza' vs 'organización de artes escénicas (según nómina de fondos)',"Programas de formación de públicos en danza contemporánea (2022 'Entrar en la danza', 2026 'Entremos en Movimiento'), asociatividad (2022), feria Tanzmesse NRW (2024) y gira USA-México (2023). Responsables: Milca Nicole Galea Robles, Daniela Ida Álvarez López, Eliana Eugenia Huerta Pastén. Responsable del proyecto «Entremos en Movimiento Programa de Corredor Danza Valparíso para la formación y sensibilización de públicos en danza contemporánea» (Fondo de Artes Escénicas 2026, Públicos y comunidades). Comuna no indicada en la nómina (solo región)."
COMP-0073,Teatro La Washa,Organización Comunitaria Artística Cultural y Educativa La Washa,NO ENCONTRADO,Teatro LaWasha | La Washa,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro | teatro-comunitario,NO ENCONTRADO,OBR-0028 | OBR-0029 | OBR-0030 | OBR-0031 | OBR-0085,"Hoguera | Caudal, por la liberación de las aguas | La Llave Secreta, por la liberación de las aguas | El Chungungo y la Voz del Mar | Vuela",ESP-0033,Centro Comunitario Las Cañas,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0124 | FUE-0117 | FUE-0098 | FUE-0094 | FUE-0136,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'La Llave Secreta' (creación 2022, Lucía Francisca Silva Vegas), 'Hoguera' (teatro 2023, $19.335.639), 'Circulación Caudal… de Teatro LaWasha' (2025), 'El Chungungo y la Voz del Mar' (interdisciplinar 2026, $24.963.398). Comuna no indicada. 'Vuela' en Ciudad Teatro 2026 (Centro Comunitario Las Cañas, 17 de mayo)."
COMP-0074,Colectivo LASTESIS,NO ENCONTRADO,NO ENCONTRADO,LASTESIS | Las Tesis,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,colectivo de performance,performance,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'Acción/Nebulosa: Laboratorio de investigación performativa antifascista - colectivo LASTESIS' (2025, Sibila Sotomayor Van Rysseghem, $24.988.886); 'Resistencia o la reivindicación de un derecho colectivo' (circulación 2022, Daffne Andrea Valdés Vargas). Comuna no indicada en las nóminas."
COMP-0075,Circo Ancestral,NO ENCONTRADO,NO ENCONTRADO,Teatro Circo Ancestral,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,Andrés del Bosque,NO ENCONTRADO,compañía de circo,circo | teatro,NO ENCONTRADO,OBR-0033,"La Nave de los locos, locOnas y Alacalufes",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'La Nave de los locos, locOnas y Alacalufes. Teatro circo ancestral' (interdisciplinar 2025, $24.889.688, responsable Oscar Andrés González Bosque). La prensa del Festival Litoral Teatral 2026 la presenta como 'La nave de los locos y LocOnas', Circo Ancestral, dirección Andrés Del Bosque: se asume que es la misma persona."
COMP-0076,Julieta y Compañía,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,villa-alemana,Villa Alemana,marga-marga,NO ENCONTRADO,valparaiso,NO ENCONTRADO,Julieta Saavedra,NO ENCONTRADO,compañía de teatro,teatro | narracion-oral | teatro-comunitario,NO ENCONTRADO,OBR-0034,El tiempo no espera. Monólogos del adulto mayor,ESP-0022 | ESP-0064 | ESP-0003 | ESP-0060,Centro Cultural Gabriela Mistral | Valparaíso Profundo | Parque Cultural de Valparaíso | Teatro Municipal de Valparaíso,villa-alemana | quillota | quilpue | valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0171 | FUE-0172,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'EL TIEMPO NO ESPERA Monólogos del Adulto Mayor _ Una propuesta de Montaje escénico por Julieta y compañía' (narración oral 2025, Julieta Tamara Saavedra Barraza, $11.960.648). Proyecto de la dramaturga villalemanina Julieta Saavedra; imparte el taller 'Cuentos que nacen del alma' (personas de 60 a 100 años) en Villa Alemana."
