id,proyecto,organizacion,persona,fondo,linea,monto,anio,comuna,comuna_nombre,provincia,disciplina,descripcion,resultado,folio,compania,compania_nombre,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
FIN-0528,Post grado de Magister en artes con mención en estudios y prácticas teatrales UC,NO ENCONTRADO,Rubén Darío Mercado Valdivieso,Fondo de Artes Escénicas,"Magíster, Máster y Maestrías",8530000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,704160,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Rubén Darío Mercado Valdivieso. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0529,"Financiamiento Magister en Artes, mención Practicas y Estudios Teatrales, Pontificia Universidad Católica de Chile",NO ENCONTRADO,Vicente Leonardo Díaz Paillalef,Fondo de Artes Escénicas,"Magíster, Máster y Maestrías",6870000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,697037,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Vicente Leonardo Díaz Paillalef. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0530,Postulación Máster de Formación Permanente en Gestión de Empresas e Instituciones Culturales en España,NO ENCONTRADO,Cristian Antonio González Rivera,Fondo de Artes Escénicas,"Magíster, Máster y Maestrías",17903812,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,701724,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Cristian Antonio González Rivera. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0531,Estudios en el Programa Magíster en Prácticas Coreográficas en la Universidad de Chile,NO ENCONTRADO,Mayra Belén Eltit Fuentes,Fondo de Artes Escénicas,"Magíster, Máster y Maestrías",9654312,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,706176,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Mayra Belén Eltit Fuentes. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0532,"Formación en Teatro Topeng, un puente entre Indonesia y Chile",NO ENCONTRADO,Jacinta María Egaña Kaulen,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,5713604,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,697963,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Jacinta María Egaña Kaulen. Página 7 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0533,Human Specific Performance. Perfeccionamiento performativo en Dinamarca.,NO ENCONTRADO,Elias Cohen Braumuller,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,4600000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,701652,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Elias Cohen Braumuller. Página 7 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0534,Tecnicas Teatrales para la Narración Oral Escénica,NO ENCONTRADO,Zenith Claudia Navarrete Ruiz,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,1754590,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,702121,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Zenith Claudia Navarrete Ruiz. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0535,Pasantía en Teatro corporal accesible para la comunidad sorda,NO ENCONTRADO,Pablo Ignacio Abarca Carrazana,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,5223912,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,702793,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Pablo Ignacio Abarca Carrazana. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0536,Formación intensiva en danza contemporánea Festival Deltebre Danza 2020,NO ENCONTRADO,Valeska Alejandra Minchel Lisboa,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,2617360,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,705816,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Valeska Alejandra Minchel Lisboa. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0537,Especialización en el Método Alba Emoting Nivel Facilitadora,NO ENCONTRADO,Lisseth Carolina Fuentes Cisternas,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,4230000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,704875,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Lisseth Carolina Fuentes Cisternas. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0538,Postgrado en Producción y gestión de espectáculos y festivales,NO ENCONTRADO,Paula Alejandra Céspedes Vergara,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,5999986,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,705230,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Paula Alejandra Céspedes Vergara. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0539,Especialización en técnicas coreanas interdisciplinarias y estrategias performativas transculturales,NO ENCONTRADO,Se-Rok Park Park,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,5422567,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,700117,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Se-Rok Park Park' vs 'Se-Rok Park',Responsable según nómina: Se-Rok Park Park. Página 10 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0540,Escuela de Artes Escénicas para la comunidad sorda ARTESCESOR modalidad Presencial,NO ENCONTRADO,Pablo Ignacio Abarca Carrazana,Fondo de Artes Escénicas,Profesionalización del sector,9800510,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,702053,NO ENCONTRADO,NO ENCONTRADO,FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Pablo Ignacio Abarca Carrazana. Página 11 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0541,DRAMA. Talleres de teatro con mujeres y diversidades privadas de libertad en la región de Valparaíso.,FUNDACION PÁJARX ENTRE PÚAS,NO ENCONTRADO,Fondo de Artes Escénicas,Públicos y comunidades,5000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,701995,COMP-0055,Fundacion Pájarx Entre Púas,FUE-0105,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: FUNDACION PÁJARX ENTRE PÚAS. Página 12 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0542,EL CUERPO COMO ESCENARIO DE LAS MINIATURAS,Fundación OANI de Teatro,NO ENCONTRADO,Fondo de Artes Escénicas,Residencias Internacionales,10655490,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,784226,COMP-0008,Fundación OANI de Teatro,FUE-0106,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Fundación OANI de Teatro. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0543,Flamenco Triana: 24 Años de Arte y Tradición - Programa de Apoyo a Compañías de Artes Escénicas,centro cultural de arte español flamenco triana,NO ENCONTRADO,PAOCC — Compañías de trayectoria de artes escénicas,Compañías de trayectoria,116000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,747123,COMP-0056,centro cultural de arte español flamenco triana,FUE-0107,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: centro cultural de arte español flamenco triana. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0544,Plan de gestión del Centro de Investigación Teatro la Peste. 25 años de creación y gestión para las artes escénicas nacionales desde la región de Valparaíso.,Grupo de Teatro La Peste,NO ENCONTRADO,PAOCC — Compañías de trayectoria de artes escénicas,Compañías de trayectoria,116000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,745951,COMP-0013,Centro de Investigación Teatro La Peste,FUE-0107,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Grupo de Teatro La Peste. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0545,Financiamient o Plan de Gestión con énfasis en la creación Compañía Malabicirco,Centro Cultural Malabicirco,NO ENCONTRADO,PAOCC — Compañías de trayectoria de artes escénicas,Compañías de trayectoria,116000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,751424,COMP-0028,Malabicirco,FUE-0107,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Centro Cultural Malabicirco. Página 3 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0546,"""31 Años de Resistencia y Creación Teatral: Plan de Gestión de la Compañía de Teatro Escuela IluCión para la Creación y Circulación de Montajes Escénicos""",NO ENCONTRADO,CIRCULO TEATRAL INDEPENDIEN TE CTI,PAOCC — Compañías de trayectoria de artes escénicas,Compañías de trayectoria,116000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,747950,NO ENCONTRADO,NO ENCONTRADO,FUE-0107,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: CIRCULO TEATRAL INDEPENDIEN TE CTI. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0547,enjuiciamiento a Pedro Urdemales,FUNDACION PUERTO CULTURA,NO ENCONTRADO,PAOCC — Compañías de trayectoria de artes escénicas,Compañías de trayectoria,116000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,753548,COMP-0058,Fundacion Puerto Cultura,FUE-0107,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: FUNDACION PUERTO CULTURA. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0548,LANZARTE TEATRO,COLECTIVO DE TEATRO LANZARTE,NO ENCONTRADO,PAOCC — Compañías de trayectoria de artes escénicas,Compañías de trayectoria,116000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,759179,COMP-0078,Lanzarte Teatro,FUE-0107,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: COLECTIVO DE TEATRO LANZARTE. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0549,Corredor Danza Valparaíso - Feria Internacional de Danza Tanzmesse NRW,NO ENCONTRADO,MILCA NICOLE GALEA ROBLES,Fondo de Artes Escénicas,Asistencia a Instancias Internacionales,NO ENCONTRADO,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,739106,NO ENCONTRADO,NO ENCONTRADO,FUE-0108,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: MILCA NICOLE GALEA ROBLES. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0550,Teatro container. Proyección internacional de las artes de calle,CENTRO CULTURAL TEATRO CONTAINER,NO ENCONTRADO,Fondo de Artes Escénicas,Asistencia a Instancias Internacionales,NO ENCONTRADO,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,738993,COMP-0052,Centro Cultural Teatro Container,FUE-0108,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: CENTRO CULTURAL TEATRO CONTAINER. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0551,"Circulación Internacional La memoria de los sésiles, Astillero Teatro 2024.",NO ENCONTRADO,Gabriel Nicolás Contreras Hernández,Fondo de Artes Escénicas,Circulación Internacional,14709411,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,735663,NO ENCONTRADO,NO ENCONTRADO,FUE-0109,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Gabriel Nicolás Contreras Hernández. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0552,"Participación en XI Encuentro Internacional de Narradores Orales ""·Cántaro de Cuentos"". Itagui Colombia.",NO ENCONTRADO,Dixi Candy Gonzalez Gamboa,Fondo de Artes Escénicas,Circulación Internacional,1583757,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,735859,NO ENCONTRADO,NO ENCONTRADO,FUE-0109,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Dixi Candy Gonzalez Gamboa. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0553,Cocina Pública Festival de Belo Horizonte,CENTRO CULTURAL TEATRO CONTAINER,NO ENCONTRADO,Fondo de Artes Escénicas,Circulación Internacional,3872936,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,737144,COMP-0052,Centro Cultural Teatro Container,FUE-0109,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: CENTRO CULTURAL TEATRO CONTAINER. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0554,Wellcome to the Train - Bienvenidos al Tren,NO ENCONTRADO,Zenith Claudia Navarrete Ruiz,Fondo de Artes Escénicas,Circulación Internacional,6720598,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,744732,NO ENCONTRADO,NO ENCONTRADO,FUE-0110,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Zenith Claudia Navarrete Ruiz. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0555,Un botón en mi cabeza gira Colombia 2024,NO ENCONTRADO,Enrique Ignacio Crohare Niño,Fondo de Artes Escénicas,Circulación Internacional,4595872,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,745106,NO ENCONTRADO,NO ENCONTRADO,FUE-0110,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Enrique Ignacio Crohare Niño. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0556,"Circulación Internacional ""Cuentos que Unen"" camino a Buga 2024",NO ENCONTRADO,Gabriela Natalia Fernández Chang,Fondo de Artes Escénicas,Circulación Internacional,3329378,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,745165,NO ENCONTRADO,NO ENCONTRADO,FUE-0110,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Gabriela Natalia Fernández Chang. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0557,Participación en festival Master Crew,NO ENCONTRADO,Nicolás Da Fonseca,Fondo de Artes Escénicas,Circulación Internacional,1904503,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,744197,NO ENCONTRADO,NO ENCONTRADO,FUE-0110,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Nicolás Da Fonseca. Página 4 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0558,"Ensayo sobre el ensayo —Divagaciones shakesperianas en torno al teatro, la vejez y la familia—",NO ENCONTRADO,Christian Orlando Ortega Torres,Fondo de Artes Escénicas,Trayectoria,5000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,731718,NO ENCONTRADO,NO ENCONTRADO,FUE-0111,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Christian Orlando Ortega Torres. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0559,Fenómenx humanx,NO ENCONTRADO,Paula Alejandra Sacur Muñoz,Fondo de Artes Escénicas,Única,4000000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,731948,NO ENCONTRADO,NO ENCONTRADO,FUE-0112,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Paula Alejandra Sacur Muñoz. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0601,Formación artística comunitaria desde el Anfiteatro Lui Mongo,Anfiteatro Barón Lui Mongo Centro Cultural Deportivo Y Comunitario,NO ENCONTRADO,Fondart Regional,Única,9783352,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,723123,NO ENCONTRADO,NO ENCONTRADO,FUE-0113,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Anfiteatro Barón Lui Mongo Centro Cultural Deportivo Y Comunitario. Página 22 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0606,"Escuela de luthería de Valparaíso, Ciudad musical",NO ENCONTRADO,Luis Felipe Del Valle Gandulfo,Fondart Regional,Única,19920416,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,722193,NO ENCONTRADO,NO ENCONTRADO,FUE-0113,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Luis Felipe Del Valle Gandulfo. Página 22 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0630,Catálogo digital de la obra visual de Juan Luis Martínez,Fundación Juan Luis Martínez,NO ENCONTRADO,Fondart Regional,Única,18247993,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,723519,NO ENCONTRADO,NO ENCONTRADO,FUE-0113,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Fundación Juan Luis Martínez. Página 24 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0635,En cuerpo y obra serie de televisión que difunde el trabajo de artistas locales de la Región de Valparaíso,Universidad Viña del Mar,NO ENCONTRADO,Fondart Regional,Única,22843998,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,714381,NO ENCONTRADO,NO ENCONTRADO,FUE-0113 | FUE-0122,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,monto: '22843998' vs '15271914'; anio: '2024' vs '2023'; folio: '714381' vs '680703',Responsable según nómina: Universidad Viña del Mar. Página 25 del PDF. Comuna no indicada en la nómina (solo región). Responsable según nómina: Universidad Viña Del Mar. Página 31 del PDF. Comuna no indicada en la nómina (solo región). Responsable según nómina: Universidad Viña del Mar. Página 25 del PDF. Comuna no indicada en la nómina (solo región). Responsable según nómina: Universidad Viña Del Mar. Página 31 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0641,La desintegración de la figura humana en la obra de Edgar del Canto,NO ENCONTRADO,Edgar Alejandro Del Canto Velis,Fondart Regional,Única,22500000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,719727,NO ENCONTRADO,NO ENCONTRADO,FUE-0113,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Edgar Alejandro Del Canto Velis. Página 25 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0667,"Pikunmapu ta kishulelay, el pikunmapu no está solo - obra textil mapuche",NO ENCONTRADO,Daniela Esperanza Paez Cabello,Fondart Regional,Única,11340000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,721589,NO ENCONTRADO,NO ENCONTRADO,FUE-0114,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Daniela Esperanza Paez Cabello. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0720,Recuperación e implementación sala Obra Gruesa de Espacio La compañía,Puka patrimonio y arquitectura SPA,NO ENCONTRADO,Fondart Nacional,Única,18426619,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,724961,NO ENCONTRADO,NO ENCONTRADO,FUE-0115,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Puka patrimonio y arquitectura SPA. Página 25 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0742,"Máster de Diseño de Vestuario: Cine, TV y artes escénicas en España",NO ENCONTRADO,Elisa Janina Olivari Barria,Fondart Nacional,"Becas de Magíster, Master y Maestría - Formación Presencial",7500000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,699521,NO ENCONTRADO,NO ENCONTRADO,FUE-0116,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Elisa Janina Olivari Barria. Página 16 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0760,LA OBRA COMO ARTEFACTO - ESTRUCTURA DEL CAMPO ESPACIAL EN EL PENSAMIENTO DEL ARQUITECTO MIGUEL EYQUEM ASTORGA,NO ENCONTRADO,Claudio Leiva Araos,Fondart Nacional,"Grupo B - (Arquitectura, diseño, artesanía o interdisciplina entre estas áreas artísticas)",14931963,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,705431,NO ENCONTRADO,NO ENCONTRADO,FUE-0116,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Claudio Leiva Araos. Página 31 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0763,Reconstruir la luz: aproximación experimental por medio de maquetas y fotografías para capturar la luz natural de la obra no construida de Miguel Eyquem.,NO ENCONTRADO,Oscar José Andrade Castro,Fondart Nacional,"Grupo B - (Arquitectura, diseño, artesanía o interdisciplina entre estas áreas artísticas)",14900000,2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,708288,NO ENCONTRADO,NO ENCONTRADO,FUE-0116,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Oscar José Andrade Castro. Página 35 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0769,Diplomado en Teatro Aplicado,NO ENCONTRADO,María Paz Pizarro Jara,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,2088550,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,658531,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: María Paz Pizarro Jara. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0770,Pasantía Área de Investigaciones en Mimo UBA Argentina,NO ENCONTRADO,Pablo Ignacio Abarca Carrazana,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,4110072,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,667920,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Pablo Ignacio Abarca Carrazana. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0771,Biomecánica para la eficacia de la producción vocal en la actuación teatral,NO ENCONTRADO,Valentina Valentina Fuentes Durán,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,3945928,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,661293,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Valentina Valentina Fuentes Durán' vs 'Valentina Fuentes Durán',Responsable según nómina: Valentina Valentina Fuentes Durán. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0772,Alba emoting,NO ENCONTRADO,Natalia vanessa zuñiga ortiz,Fondo de Artes Escénicas,Especialización y Perfeccionamiento,2375000,2023,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,652663,NO ENCONTRADO,NO ENCONTRADO,FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Natalia vanessa zuñiga ortiz. Página 3 del PDF. Comuna no indicada en la nómina (solo región).
