id,url,titulo,publicador,tipo,calidad,fecha_consulta,capa,consulta,notas
FUE-0157,https://www.diariovtv.cl/categoria/provincia-los-andes/teatro-musica-acercan-escolares-andes-cuidado-rio-aconcagua,Con teatro y música acercan a escolares de Los Andes al cuidado del río Aconcagua,Diario VTV (Provincia de Los Andes),prensa,C,2026-09-08,3,Q-0038,"Nota del 4 de septiembre de 2026: ciclo 'Patio Cultural', financiado por Codelco División Andina y la Junta de Vigilancia de la Primera Sección del Río Aconcagua; unos 250 estudiantes de cinco colegios básicos de Los Andes; la obra continuará itinerancia por establecimientos de la cuenca del Aconcagua."
FUE-0158,http://www.losandesonline.cl/noticias/30009/teatro-a-mil-se-presentara-en-rinconada.html,Teatro a Mil se presentará en Rinconada,Los Andes Online,prensa,C,2026-09-08,3,Q-0038,"Nota del 7 de enero de 2016: Fundación Teatro a Mil, funciones gratuitas del 3 al 25 de enero de 2016 en siete comunas de la región."
FUE-0159,https://quillota.cl/municipalidad/wp-content/uploads/2025/08/Quillota-Cultural-JULIO_-2025.pdf,Quillota Cultural — julio 2025 (publicación digital mensual de la Dirección de Cultura),Ilustre Municipalidad de Quillota — Dirección de Cultura,institucional,A,2026-09-08,9,Q-0344,"Boletín de 112 páginas leído con PyMuPDF. Contiene estreno de 'El motín contra Portales' (12 de julio de 2025), actividades del Taller Municipal de Teatro, 'Tibia' y el XXI Festival Nacional de Danza de Los Andes."
FUE-0160,https://quillota.cl/municipalidad/wp-content/uploads/2025/10/Quillota-Cultural-septiembre_-2025.pdf,Quillota Cultural — septiembre 2025 (publicación digital mensual de la Dirección de Cultura),Ilustre Municipalidad de Quillota — Dirección de Cultura,institucional,A,2026-09-08,9,Q-0344,"Boletín de 105 páginas leído con PyMuPDF. Seminario de voz del Taller Municipal de Teatro (Pablo Valencia), salida pedagógica al Teatro Municipal de Viña del Mar ('El Húsar de la Muerte', La Patogallina, 30 de septiembre de 2025)."
FUE-0161,https://www.losandes.cl/municipalidad-de-los-andes-presenta-obra-de-teatro-en-centro-cultural/,Municipalidad de Los Andes presenta obra de teatro en Centro Cultural,Ilustre Municipalidad de Los Andes,institucional,A,2026-09-08,9,Q-0344,"Nota del 29 de marzo de 2022: 'El Invitado' de Juan Radrigán, miércoles 30 de marzo de 2022, 20:00, Anfiteatro Patio Las Heras del Centro Cultural de Los Andes (Esmeralda 536), gratuita."
FUE-0162,https://www.observador.cl/municipalidad-de-la-cruz-proyecta-un-2025-prometedor-en-cultura/,Municipalidad de La Cruz proyecta un 2025 prometedor en cultura,El Observador (Quillota),prensa,C,2026-09-08,9,Q-0344,"Nota del 8 de enero de 2025: 'ciclo de teatro con participación de niñas, niños y actores profesionales' y talleres ampliados en artes escénicas; encargado de Cultura Salvador Spíndola. Sin nombres de compañías ni obras."
FUE-0163,https://www.preludioradio.cl/teatro-municipal-de-san-felipe-en-vacaciones-de-invierno-presenta-espectaculos-gratuitos-para-toda-la-familia/,Teatro Municipal de San Felipe en vacaciones de invierno presenta espectáculos gratuitos para toda la familia,Preludio Radio,prensa,C,2026-09-08,9,Q-0344,"Nota del 23 de junio de 2026: programa del 23 al 26 de junio de 2026; dirección 'Arturo Prat 1111, San Felipe'; director del teatro Francisco Alarcón."
FUE-0164,https://www.elinformador.cl/comunas-de-aconcagua/hasta-el-teatro-municipal-de-san-felipe-llegara-toda-la-magia-de-aladino/,Hasta el Teatro Municipal de San Felipe llegará toda la magia de Aladino,El Informador (Aconcagua),prensa,C,2026-09-08,9,Q-0344,"Nota del 22 de agosto de 2018: 'Aladino' de Morro Producciones (Santiago), sábado 25 de agosto de 2018, 12:00, aniversario 278 de San Felipe."
FUE-0165,https://valparaisoregion.org/tour/teatro-municipal-san-felipe/,Teatro Municipal — San Felipe — Valparaíso Región,valparaisoregion.org (directorio turístico),directorio,E,2026-09-08,9,Q-0344,"Indica dirección 'Salinas 1211, San Felipe' (contradice a Preludio Radio: 'Arturo Prat 1111'); el contacto listado es del directorio, no del teatro."
FUE-0166,https://www.instagram.com/teatromunisanfelipe/,Teatro Municipal de San Felipe (@teatromunisanfelipe),Instagram,red-social,D,2026-09-08,9,Q-0344,Cuenta localizada vía buscador; no abierta.
FUE-0167,https://centrocultural.sanantonio.cl/index.php/item/2966-festival-de-teatro-litoral-teatral-2024,Festival de Teatro Litoral Teatral 2024,Centro Cultural San Antonio,oficial,A,2026-09-08,4,Q-0047,"Festival del 10 al 21 de enero de 2024; actividades al aire libre gratuitas, funciones en sala con reserva; las fechas por obra no aparecen en la nota."
FUE-0168,https://municipalidadcasablanca.cl/index.php?Itemid=109&catid=8&id=1600%3Aconoce-todo-lo-que-trae-teatro-a-mil-para-casablanca&option=com_content&view=article,Conoce todo lo que trae Teatro a Mil para Casablanca,Ilustre Municipalidad de Casablanca,institucional,A,2026-09-08,4,Q-0047,Nota del 15 de enero de 2025; el municipio lleva 10 años con el convenio Teatro a Mil.
FUE-0169,https://eltrabajo.cl/web/dia-mundial-del-titere-cultores-del-valle-destacan-importancia-de-este-arte-en-la-comunidad/,Día Mundial del Títere: Cultores del valle destacan importancia de este arte en la comunidad,Diario El Trabajo (San Felipe),prensa,C,2026-09-08,4,Q-0047,Nota del 22 de marzo de 2026 con perfiles de Nina Legrand (San Felipe) y Hugo Hernández Urtubia (Los Andes).
FUE-0170,https://eltrabajo.cl/portal/vuelve-teatro-infantil-con-cuentacuentos-al-teatro-municipal-de-san-felipe/,Vuelve Teatro Infantil con Cuentacuentos al Teatro Municipal de San Felipe,Diario El Trabajo (San Felipe),prensa,C,2026-09-08,4,Q-0047,"Nota del 20 de octubre de 2022: ciclo Teatro Infantil (último sábado de cada mes), 'Fábulas fabulosas' el 22 de octubre de 2022, 12:00, entrada liberada."
FUE-0171,https://www.observador.cl/villalemanina-estrena-obra-en-la-region-de-valparaiso/,Villalemanina estrena obra en la Región de Valparaíso,El Observador (Quillota),prensa,C,2026-09-08,9,Q-0176,"Nota del 10 de abril de 2025: estreno de 'El Tiempo No Espera' en el Centro Cultural Gabriela Mistral de Villa Alemana y gira gratuita (Quillota 29 de mayo, Quilpué 6 de junio, Valparaíso Profundo 28 de junio, Parque Cultural 18 de julio de 2025)."
FUE-0172,https://www.observador.cl/dramaturga-villalemanina-presenta-obra-en-el-teatro-de-valparaiso/,Dramaturga villalemanina presenta obra en el Teatro de Valparaíso,El Observador (Quillota),prensa,C,2026-09-08,9,Q-0176,"Nota del 7 de agosto de 2025: función en el Teatro Municipal de Valparaíso, 7 de agosto de 2025, 16:30, entrada liberada."
FUE-0173,https://valparaisoregion.org/tour/obra-de-teatro-concon-el-regreso-concon/,Obra de teatro Concón el regreso — Concón,valparaisoregion.org (directorio turístico),directorio,E,2026-09-08,9,Q-0176,"Ficha de evento sin año: 'sábado 13 de enero, 21:00' (el 13 de enero cayó sábado en 2024; año inferido, por confirmar). Patio de los Copihues, Iglesia Nuestra Señora de Las Mercedes, Av. Marotto 950, Concón; entrada liberada."
FUE-0174,http://quillotaenlahistoria.blogspot.com/2019/09/el-teatro-en-quillota-iniciando-el.html?m=1,"El Teatro en Quillota, iniciando el siglo 21 (Notas Históricas y Literarias de Quillota)",Ivo Herrera Ávila (blog Quillota en la Historia),otro,E,2026-09-08,9,Q-0176,Texto del 1 de septiembre de 2019 de Ivo Herrera Ávila (director teatral quillotano). Fuente secundaria de memoria local; requiere contraste.
FUE-0175,https://www.cultura.gob.cl/eventos-actividades/mes-del-teatro-se-conmemorara-con-nuevos-estrenos-teatro-familiar-y-obras-inclusivas/,"Mes del Teatro se conmemorará con nuevos estrenos, teatro familiar y obras inclusivas","Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,9,Q-0176,Nota del 10 de mayo de 2022 con la programación regional del Mes del Teatro (11 al 28 de mayo de 2022).
FUE-0176,https://teatroamil.cl/articulos/festival-sintesis-teatral-valparaiso-2019/,Festival Síntesis encabeza celebración del Día Nacional del Teatro en Valparaíso,Fundación Teatro a Mil,prensa,C,2026-09-08,4,Q-0041,"Cuarta versión (2019): 6 al 26 de mayo, 23 obras, 5 estrenos, más de 30 presentaciones en 8 espacios; extensión a San Antonio, Quillota, Quilpué, San Felipe y Olmué."
FUE-0177,https://parquecultural.cl/2019/05/03/festival-sintesis-teatral-valparaiso-encabeza-celebracion-del-mes-del-teatro/,Festival Síntesis Teatral Valparaíso encabeza celebración del mes del teatro,Parque Cultural de Valparaíso,institucional,A,2026-09-08,4,Q-0041,Nota del 3 de mayo de 2019; organiza Laboratorio Anatomía Teatral (dir. Claudio Rodríguez); programa completo en laboratorioanatomiateatral.cl/folleto-fstv19.
FUE-0178,https://parquecultural.cl/2020/05/10/festival-sintesis-teatral-valparaiso-adapta-su-programacion-y-formato-para-celebrar-primera-version-via-streaming/,Festival Síntesis Teatral Valparaíso adapta su programación y formato para celebrar primera versión vía streaming,Parque Cultural de Valparaíso,institucional,A,2026-09-08,4,Q-0041,"Quinta versión (mayo de 2020) por streaming, producida por Parque Cultural, Centex y Laboratorio Anatomía Teatral (según resumen del buscador)."
FUE-0179,https://www.munivina.cl/noticias/teatro-municipal-de-vina-del-mar-inicia-el-2026-con-espectaculares-conciertos-teatro-danza-y-humor/,"Teatro Municipal de Viña del Mar inicia el 2026 con espectaculares conciertos, teatro, danza y humor",Ilustre Municipalidad de Viña del Mar,institucional,A,2026-09-08,4,Q-0041,Nota del 9 de enero de 2026.
FUE-0180,https://www.munivina.cl/noticias/teatro-municipal-de-vina-del-mar-lanza-temporada-2026-con-mas-de-60-espectaculos/,Teatro Municipal de Viña del Mar lanza temporada 2026 con más de 60 espectáculos,Ilustre Municipalidad de Viña del Mar,institucional,A,2026-09-08,4,Q-0041,Nota del 17 de abril de 2026: más de 60 presentaciones; 'La Traviata' en octubre de 2026 con el Colectivo Artístico Lírica Disidente; 'El Cascanueces' a fin de año.
FUE-0181,https://www.festilambe.cl/,FESTILAMBE de Valparaíso — Festival Internacional de Teatro Lambe Lambe de Chile (sitio oficial),Fundación OANI de Teatro,oficial,B,2026-09-08,4,Q-0043,"Consultado en septiembre de 2026: ocho ediciones realizadas (2014, 2015, 2016, 2017, 2018, 2020, 2023, 2024) y novena prevista para 2026; 25 espectáculos de teatro en miniatura simultáneos en cajas; participación de Brasil, Bolivia, Argentina, España, Uruguay, Perú, Paraguay, México, EE. UU., Venezuela, Inglaterra, Alemania, Colombia y Chile."
