id,nombre,roles,companias,companias_nombre,comuna,comuna_nombre,provincia,obras_dirigidas,obras_dirigidas_nombre,formacion,trayectoria,instagram,web,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
PER-0074,Luisa Mackarena Navarro Cubillos,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Especialización y certificación en rigging para las Artes Escénicas y el trabajo seguro en altura.» (Fondo de Artes Escénicas 2026, Especialización y perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0075,Iván Enrique Torres Pino,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Curso online de perfeccionamiento técnico en Cuerda Lisa» (Fondo de Artes Escénicas 2026, Especialización y perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0076,Sara Camila Solis Peña,Responsable de proyecto (Fondos Cultura),COMP-0021,Siento Teatro,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095 | FUE-0099,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «II Festival de Artes Escénicas , Autocuidado y Salud Mental SIENTO TEATRO» (Fondo de Artes Escénicas 2026, Regionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Primer Festival de Artes Escénicas , Autocuidado y Salud Mental SIENTO TEATRO» (Fondo de Artes Escénicas 2025, Festivales y encuentros regionales). Comuna no indicada en la nómina (solo región). Responsable del Festival de Artes Escénicas, Autocuidado y Salud Mental Siento Teatro (2025, 2026)."
PER-0077,Camila Paz Guerrero Escobar,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095 | FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Primer festival de artes escénicas en escaleras, Valparaíso.» (Fondo de Artes Escénicas 2026, Regionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Forças da natureza» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0078,Katherine Patricia Salvo Rios,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «22º Festival Danza Quilpué Danza» (Fondo de Artes Escénicas 2026, Regionales). Comuna no indicada en la nómina (solo región)."
PER-0079,Carla Paz Cepeda Cortés,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0096,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circo Pa’l Barrio: Circulación Internacional Compañía Disparate Circo» (Fondo de Artes Escénicas 2026, Circulación Internacional). Comuna no indicada en la nómina (solo región)."
PER-0080,Carlos Andrés Basualdo Gómez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0096 | FUE-0098 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Participación en Festival Internacional ContArte 2026» (Fondo de Artes Escénicas 2026, Circulación Internacional). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Si te lo cuento, ¿lo leerías? Textos clásicos narrados oralmente» (Fondo de Artes Escénicas 2025, Narración oral). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Don Quijote te ha enviado una solicitud de amistad. Textos clásicos para un público joven.» (Fondo de Artes Escénicas 2023, Composición para narración oral). Comuna no indicada en la nómina (solo región)."
PER-0081,Manuel Alejandro Díaz Salas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0096,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Agenciamiento y fortalecimiento de redes internacionales en festivales e instituciones culturales de España» (Fondo de Artes Escénicas 2026, Circulación Internacional). Comuna no indicada en la nómina (solo región)."
PER-0082,Diego Sebastián Chamorro Ramírez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Huidobro Viene Navegando + Registro» (Fondo de Artes Escénicas 2025, Única). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Gira de Llo Lle We : Ko Rüpü, el camino del agua» (Fondo de Artes Escénicas 2023, Circulación de montajes escénicos). Comuna no indicada en la nómina (solo región)."
PER-0083,María José Franco Campos,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «""La Ruta de Hilo Rojo""» (Fondo de Artes Escénicas 2025, Única). Comuna no indicada en la nómina (solo región)."
PER-0084,Paula Andrea Jirkal Briones,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circulación nacional ""Todo esto está en ti""; obra de circo contemporáneo inspirada en la poesía de Raul Zurita» (Fondo de Artes Escénicas 2025, Única). Comuna no indicada en la nómina (solo región). Responsable del proyecto «“Todo esto está en ti o la locura será la dolorosa pasión de estos paisajes” Obra de circo contemporáneo inspirada en la poesía de Raul Zurita.» (Fondo de Artes Escénicas 2023, Circo). Comuna no indicada en la nómina (solo región)."
PER-0085,Natalia Francisca Cuéllar Díaz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circulación nacional obra ""KI, la respiración del tiempo""» (Fondo de Artes Escénicas 2025, Única). Comuna no indicada en la nómina (solo región)."
PER-0086,Lucía Francisca Silva Vegas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circulación Caudal, por la liberación de las aguas de Teatro LaWasha» (Fondo de Artes Escénicas 2025, Única). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Creación y Producción de la obra infantil La Llave Secreta, por la liberación de las aguas.» (Fondo de Artes Escénicas 2022, Creación y Producción/Teatro). Comuna no indicada en la nómina (solo región)."
PER-0087,Milenka Cucurella Farías,Responsable de proyecto (Fondos Cultura),COMP-0010,La Enredadera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Residencia Exploración del lenguaje creativo para la primera infancia. Colectivo Escénico La Enredadera.» (Fondo de Artes Escénicas 2025, Residencias de creación). Comuna no indicada en la nómina (solo región). Residencia de creación para la primera infancia con el Colectivo Escénico La Enredadera (2025)."
PER-0088,Francisco Javier Díaz Pacheco,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «RAQ III: Residencias de Arte Queer. 'Memorias Queer de Valparaíso'» (Fondo de Artes Escénicas 2025, Residencias de creación). Comuna no indicada en la nómina (solo región)."
PER-0089,Christopher Camilo Ortega Silva,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Residencia Litismo: re- conocer cuerpo + sonido + palabra» (Fondo de Artes Escénicas 2025, Residencias de creación). Comuna no indicada en la nómina (solo región). Responsable del proyecto «INFORME PARA UNA ACADEMIA» (Fondo de Artes Escénicas 2022, Creación y Producción/Teatro). Comuna no indicada en la nómina (solo región)."
PER-0090,Marco Ignacio Orellana Pavez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Máquina, de gloria y olvido» (Fondo de Artes Escénicas 2025, Danza). Comuna no indicada en la nómina (solo región)."
PER-0091,Franco Ignacio Oviedo Maldonado,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «La Invivible» (Fondo de Artes Escénicas 2025, Danza). Comuna no indicada en la nómina (solo región)."
PER-0092,Valentina Michelle Orellana Reyes,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Creación y Producción de la obra de danza contemporánea ""La Última Danza de La Pincoya""» (Fondo de Artes Escénicas 2025, Danza). Comuna no indicada en la nómina (solo región)."
PER-0093,Sibila Sotomayor Van Rysseghem,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Acción/Nebulosa: Laboratorio de investigación performativa antifascista - colectivo LASTESIS» (Fondo de Artes Escénicas 2025, Interdisciplinar). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Pasantía de investigación: performance & activismos» (Fondo de Artes Escénicas 2022, Becas de Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0094,Pascuala Ilabaca Argandoña,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «""No me nombren a mi sola""» (Fondo de Artes Escénicas 2025, Interdisciplinar). Comuna no indicada en la nómina (solo región)."
PER-0095,Juliana da Silva Martins,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Contrahílo - mujeres que tejen en el aire» (Fondo de Artes Escénicas 2025, Interdisciplinar). Comuna no indicada en la nómina (solo región). Responsable del proyecto «CONTRAHÍLO - MUJERES QUE TEJEN EN EL AIRE» (Fondo de Artes Escénicas 2022, Residencias de Creación). Comuna no indicada en la nómina (solo región)."
PER-0096,Oscar Andrés Gonzalez Bosque,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «La Nave de los locos, locOnas y Alacalufes. Teatro circo ancestral» (Fondo de Artes Escénicas 2025, Interdisciplinar). Comuna no indicada en la nómina (solo región)."
PER-0097,Julieta Tamara Saavedra Barraza,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «EL TIEMPO NO ESPERA Monólogos del Adulto Mayor _ Una propuesta de Montaje escénico por Julieta y compañía» (Fondo de Artes Escénicas 2025, Narración oral). Comuna no indicada en la nómina (solo región)."
PER-0098,David Gabriel Valdivia Argandoña,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «“El Trueno de Milén”, una ópera de cámara por la inclusión de la neurodivergencia en las artes escénicas» (Fondo de Artes Escénicas 2025, Ópera). Comuna no indicada en la nómina (solo región)."
PER-0099,Maritza Alejandra Farías Cerpa,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «NINA» (Fondo de Artes Escénicas 2025, Teatro). Comuna no indicada en la nómina (solo región)."
PER-0100,Camila Fernanda Pichuante Cruz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «La Ventana de Eva , espectaculo de teatro objeto» (Fondo de Artes Escénicas 2025, Títeres). Comuna no indicada en la nómina (solo región)."
PER-0101,Verónica Lucía Sentis Herrmann,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0124,DUPLICADO,2026-09-08,2026-09-08,PER-0220,NO ENCONTRADO,"Responsable del proyecto «Actualización y rediseño plataforma digital sobre teatro de Valparaíso www.historiadelteatro envalparaiso.cl» (Fondo de Artes Escénicas 2025, Única). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Descorriendo tupidos velos: cartografía teatral de directoras porteñas en el siglo XXI» (Fondo de Artes Escénicas 2022, Investigación Teórica). Comuna no indicada en la nómina (solo región)."
PER-0102,CentroCultural de Arte Español Flamenco Triana,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Mejoramiento de la Ficha Técnica de la compañía viñamarina Flamenco Triana» (Fondo de Artes Escénicas 2025, Compañías de las Artes Escénicas). Comuna no indicada en la nómina (solo región)."
PER-0103,Martin Esteban Farias Zuñiga,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Bertolt Brecht en Chile: una historia de la teoría y la práctica brechtiana 1930-1973» (Fondo de Artes Escénicas 2025, Investigación teórica). Comuna no indicada en la nómina (solo región)."
PER-0104,Kathleen Whitlock Leaning,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Arte + Ciencia: respuestas neurofisiológicas y experiencia subjetiva de estudiantes de teatro» (Fondo de Artes Escénicas 2025, Investigación teórica). Comuna no indicada en la nómina (solo región)."
PER-0105,Cristian Antonio González Rivera,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Valparaíso como documento: 2° versión de seminarios de especialización y reflexión crítica de teatro documental» (Fondo de Artes Escénicas 2025, Profesionalización del sector). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Postulación Máster de Formación Permanente en Gestión de Empresas e Instituciones Culturales en España» (Fondo de Artes Escénicas 2024, Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
PER-0106,Catalina Andrea Tapia Vargas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «PortaDanza, haciendo tribu con mujeres y bebés danzantes. Fortaleciendo la comunidad a través de la Danza y el Porteo.» (Fondo de Artes Escénicas 2025, Públicos y comunidades). Comuna no indicada en la nómina (solo región)."
PER-0107,Sandra Carola Lema Ruiz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Memorias en escena: Taller de creación de historias por medio de la animación de objetos y la narración oral» (Fondo de Artes Escénicas 2025, Públicos y comunidades). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Diplomado en Teatro Aplicado PUC de Chile» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0108,Francisca Belén Zaldívar Guzmán,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Taller de teatro para personas trans en Valparaíso y Quillota» (Fondo de Artes Escénicas 2025, Públicos y comunidades). Comuna no indicada en la nómina (solo región)."
PER-0109,María Daniela Villanueva Tolosa,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099 | FUE-0118,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «EN PRACTICA Festival de Danza Contacto Improvisación Valparaíso/ IV versión» (Fondo de Artes Escénicas 2025, Festivales y encuentros nacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «III Encuentro EN PRACTICA danza contacto improvisación Valparaíso» (Fondo de Artes Escénicas 2023, Festivales y encuentros nacionales). Comuna no indicada en la nómina (solo región)."
PER-0110,Nicolás Eduardo Vásquez Muñoz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «ENOI 2025 - Ópera con Identidad» (Fondo de Artes Escénicas 2025, Festivales y encuentros nacionales). Comuna no indicada en la nómina (solo región)."
PER-0111,Katherine Ruth Cisternas Collao,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «A Rienda Suelta 4° Festival Internacional de Artes Cómicas» (Fondo de Artes Escénicas 2025, Festivales y encuentros regionales). Comuna no indicada en la nómina (solo región)."
PER-0112,Angélica Estefanía Díaz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099 | FUE-0125,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «2° Edición Ciclo de teatro en San Pedro de Putupur» (Fondo de Artes Escénicas 2025, Festivales y encuentros regionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Ciclo de Teatro en San Pedro de Putupur» (Fondo de Artes Escénicas 2022, Festivales y Encuentros Regionales). Comuna no indicada en la nómina (solo región)."
PER-0113,Mayra Belén Eltit Fuentes,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0099 | FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Continuidad de Estudios en el Programa Magíster en Prácticas Coreográficas de la Universidad de Chile» (Fondo de Artes Escénicas 2025, Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Estudios en el Programa Magíster en Prácticas Coreográficas en la Universidad de Chile» (Fondo de Artes Escénicas 2024, Magíster, Máster y Maestrías). Comuna no indicada en la nómina (solo región)."
