id,nombre,alias,comuna,comuna_nombre,provincia,localidad,direccion,tipo_espacio,capacidad,administracion,programacion_teatral,companias,companias_nombre,web,instagram,facebook,correo,telefono,lat,lng,descripcion,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
ESP-0069,Sala de Artes Escénicas Rodelillo,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,"Rodelillo, Cerro Barón","Av. Rodelillo 2277, Cerro Barón, Valparaíso",Sala teatral,NO ENCONTRADO,NO ENCONTRADO,sí,COMP-0095,Compañía En Paños Menores,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Sede de Ciudad Teatro 2026 ('Intoxicadas', 23 y 24 de mayo)."
ESP-0070,Casa Centro de Investigación Teatro La Peste,Casa Teatro La Peste,valparaiso,Valparaíso,valparaiso,Cerro La Loma,"Pasaje Camila 62, Cerro La Loma, Valparaíso",Espacio independiente,NO ENCONTRADO,independiente,sí,COMP-0013 | COMP-0042,Centro de Investigación Teatro La Peste | Teatro Desastre,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de la compañía Teatro La Peste; acogió la lectura dramatizada 'Casa' (Teatro Desastre) el 21 de mayo de 2026.
ESP-0071,Centro Cultural de La Calera,NO ENCONTRADO,la-calera,La Calera,quillota,NO ENCONTRADO,"Av. Latorre 180, La Calera",Centro cultural,NO ENCONTRADO,NO ENCONTRADO,sí,COMP-0097,Compañía de Teatro Experimental La Sutil,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0140,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Sede de Puntos de Fuga el 5 de septiembre de 2026 (17:00, entrada liberada) con teatro de La Sutil (Papudo). Administración no indicada (la Orquesta Municipal de La Calera fue anfitriona)."
ESP-0072,Teatro Municipal de Cabildo,NO ENCONTRADO,cabildo,Cabildo,petorca,NO ENCONTRADO,"Calle Lautaro esquina Ignacio Carrera Pinto, Cabildo",Teatro,350,"municipal (Unidad de Deportes, Turismo, Cultura y Recreación)",sí,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,+56 33 2762100,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0148,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Origen como cine en los años 1920; edificio actual construido en 1956 en calle Lautaro. Escenario de madera de 10 x 7 m, iluminación y sonido profesionales, proyección de cine, camarines. Acoge presentaciones comunitarias y escolares, obras de teatro, bandas y grupos folclóricos; recibe apoyo del Ministerio de las Culturas para presentaciones nacionales."
ESP-0073,Teatro de Zapallar,Teatro Zapallar,zapallar,Zapallar,petorca,NO ENCONTRADO,NO ENCONTRADO,Espacio patrimonial,NO ENCONTRADO,Fundación Municipal de Cultura de Zapallar,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,https://www.instagram.com/tz_galeria_zapallar/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0149 | FUE-0150,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Antigua primera iglesia de Zapallar, hoy teatro y galería; sede de la Quincena Cultural 'Culto' (8ª edición, dic. 2023–ene. 2024) con exposiciones y performances de danza. Programación teatral no confirmada."
ESP-0074,Galpón del Parque Municipal de Putaendo,NO ENCONTRADO,putaendo,Putaendo,san-felipe-de-aconcagua,NO ENCONTRADO,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,municipal,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0147,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede del primer Festival Estudiantil de Teatro FESTIGOC (28 y 29 de agosto de 2024).
ESP-0075,Escuela María Leiva de Las Coimas,NO ENCONTRADO,putaendo,Putaendo,san-felipe-de-aconcagua,Las Coimas,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,COMP-0087,Compañía Moviendo Hilos,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0146,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Establecimiento educacional; función de 'La Plaza' (Moviendo Hilos) el 12 de marzo de 2021 en itinerancia regional.
ESP-0076,Casino de funcionarios de la Biblioteca Municipal de Quintero,NO ENCONTRADO,quintero,Quintero,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,municipal,NO ENCONTRADO,COMP-0100,Abisal,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0144,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Función gratuita de 'Terrapolis' el 2 de agosto de 2025, 18:00."
ESP-0077,Gimnasio Municipal de Puchuncaví,NO ENCONTRADO,puchuncavi,Puchuncaví,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,municipal,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0141,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Función de 'La Mariita' (Puquigre) un 10 de junio (año no indicado en la nota).
ESP-0078,Sede Caracol de Horcón,NO ENCONTRADO,puchuncavi,Puchuncaví,valparaiso,Horcón,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0141,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Función de 'La Mariita' (Puquigre) un sábado 1 de julio a las 19:00 (año no indicado en la nota).
ESP-0079,Colegio Canadá de Quillota,NO ENCONTRADO,quillota,Quillota,quillota,NO ENCONTRADO,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0159,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Función escolar de 'El motín contra Portales' (14 de julio de 2025).
ESP-0080,Gimnasio del Colegio María Auxiliadora de Los Andes,NO ENCONTRADO,los-andes,Los Andes,los-andes,NO ENCONTRADO,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0159,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede del XXI Festival Nacional de Danza de Los Andes (18–20 de julio de 2025).
ESP-0081,Junta de Vecinos San Juan de Llolleo,NO ENCONTRADO,san-antonio,San Antonio,san-antonio,Llolleo,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,comunitario,NO ENCONTRADO,COMP-0113,Saltimbanqui Circus,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0063 | FUE-0167,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Sede de Saltimbanqui Circus en el Festival Litoral Teatral 2026 (26 de abril, 17:00 y 19:00)."
ESP-0082,Centro Cultural de Casablanca,NO ENCONTRADO,casablanca,Casablanca,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,municipal,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0168,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Su frontis acogió 'Amal en Casablanca' (The Walk Productions y Handspring Puppet Company, 20 de enero de 2025, 19:30)."
ESP-0083,Patio de los Copihues — Iglesia Nuestra Señora de Las Mercedes,NO ENCONTRADO,concon,Concón,valparaiso,NO ENCONTRADO,"Av. Marotto 950, Concón",Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,COMP-0120,Ucronia Teatral,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0173,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de 'Concón el Regreso' (Ucronia Teatral).
ESP-0084,Antiguo Teatro Municipal de Quillota (ex Cine Diego Portales),Ex Cine Diego Portales,quillota,Quillota,quillota,NO ENCONTRADO,NO ENCONTRADO,Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0174,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Espacio histórico citado en la memoria teatral quillotana; estado actual no indicado.
ESP-0085,Salón Escuela Artística Roberto Matta de Quillota,NO ENCONTRADO,quillota,Quillota,quillota,NO ENCONTRADO,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0174,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Espacio de funciones citado en la memoria teatral quillotana (2019).
ESP-0086,Centro de Promoción de la Cultura de Quillota,NO ENCONTRADO,quillota,Quillota,quillota,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0174,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Espacio citado en la memoria teatral quillotana (2019).
ESP-0087,Cancha Quebrada Márquez,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,COMP-0039,Cooperativa de Artes Escénicas de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde FES-0047.
ESP-0088,Casa OANI,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,Cerro Cárcel,"Lo Venegas 489, Cerro Cárcel, Valparaíso",Espacio independiente,NO ENCONTRADO,independiente (Fundación OANI de Teatro),sí,COMP-0008,Fundación OANI de Teatro,https://oaniteatro.com/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0030,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de OANI Teatro y de FESTILAMBE.
ESP-0089,Fundo San Jorge,NO ENCONTRADO,quilpue,Quilpué,marga-marga,NO ENCONTRADO,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0176 | FUE-0177 | FUE-0178,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de extensión del Festival Síntesis Teatral 2019 en Quilpué.
